old_id	author	comment	origin
247	Christie reactions	This great music video almost made me cry😅	Hurt
248	Ellie Saafi	What a gorgeous rendition.	Hurt
249	Victoria Stroup	In his song hurt	Hurt
250	Victoria Stroup	There are some things he sings in his song that I can relate to that's why I was asking	Hurt
251	Victoria Stroup	May I ask what the name of Johnny Cash's movies called	Hurt
252	Krogan Love	Welcome to the human condition buddy. DId you think the misery pain suffering and guilt that you read about in books and saw in movies wasn't real?	Hurt
253	Haroon Shareef	Shut up, old man	Hurt
254	mp4	An Open AI send me to this 💀	Hurt
255	T C	I thought this was made in 2012 or something	Hurt
256	João Meireles	Everyone i know goes away...rip TM	Hurt
257	beachboy13	Ouch	Hurt
258	mesa's artworks	R.I.P. #Legend	Hurt
259	Olimpia Varin	It is possible. To make some things ..going back in Time.	Hurt
260	ZimStarLion33	Great song. Great artist. 👏👏👏 RIP Johnny	Hurt
261	Sascha Ross	This song Was part of my Personal darkest hour. I had nobody to talk to or Listen to. I suffererd under my severe depression. And then i heard that Song and started to turn my life around. 6 years later i hear this, cry and take up my guitar	Hurt
262	MrKaywyn	Remarkable.	Hurt
263	Razgy Mic	It's been officially 20 years since Johnny Cash has died and this song is still here to keep his legacy alive !	Hurt
264	Jonas Elmore	The best of music new forever!	Hurt
265	BardiX Official	Trent Reznor and Johnny Cash tell 2 different stories, Trent Reznor is in crisis and is soul searching, wherein Johnny is running out of time, at the end, both can make everyone shed a tear	Hurt
266	EF3CD	damn, this song hits like a truck	Hurt
267	GingerNorseman	this man is my world	Hurt
268	William Taylor	The world needs a bit more of Johnny Cash.	Hurt
270	Sharon Noble	He as we all ...have to walk through this life. The human condition is so very broken. He found the answer to a broken humanity. He found his Savior and his Redeemer. He left us who remain with the hope of eternal salvation through Jesus Christ our Lord! Don't miss what he tried to impart to us. Johnny Cash lived it. He absolutely knew of what he spoke!	Hurt
271	Jesse Bronson	"Wow is all i have to say.... what a beutiful spirit, i would't find a way"". :.( ""try to kill it all always"" always makes me emotional but all that understand."" understand. No matter what remember that you are important and there is a reason...."	Hurt
272	Giao	God bless Johnny Cash. 😢❤	Hurt
273	keza41	Bloody dusty in here…	Hurt
275	J. Clayton	Johnny Cash had a pretty good run. This song doesn't ring true of him at the end of his life. He would have felt his best life was yet to come. This is moving anyway.	Hurt
276	Dan's Hunting for Collectibles.	He is so missed	Hurt
277	Pestcontrol	I love that Trent said this is no longer his song he gave it to the man in black	Hurt
278	Gavin C	This song hits even after all these years	Hurt
279	Lawrence Begg	This song hit home because I was up last month a life long drug addict	Hurt
280	Ashley Banks	My boyfriend Joker Pugh made me listen to this. He's just 23 & I'm 22. I still wonder why he listens to such at his age. Not my type of song but I think it has lots to say about how he feels inside him. I hope to love him better ❤	Hurt
281	Andre Kozonoff	ANDREAS HERBERT BARTHOL CLEVELAND OHIO LIL HERB ON DA CURB CLEVELAND OHIO ANDREAS LOVES YOU ❤️❤️❤️❤️	Hurt
282	Cookie Banana	I’m back this time because my cousin committed suicide and this song helps comfort me during the pain	Hurt
283	wind amnesy	Great song, great men. Thank you.	Hurt
284	anywaythewindblows89	“Everyone I know goes away in the end.” Oh my God, so true.	Hurt
285	Slightly Damaged	This makes me cry every time. Cash really made hurt his, and I wouldn't have it any other way.	Hurt
286	Gone Full Trad	Whenever I am thinking that I lack emotion or like I have just shut myself off to the world with a coldness towards suffering or pain I remind myself to watch this video and it comforts me in knowing that I m still here and that I do actually feel emotions . I watch people wither and die for a living (cancer center) and its songs like this that keeps me connected to humanity and life.	Hurt
287	Cali72	speechless😪	Hurt
288	Boardwalk BW	Ouch, this gets me feeling that painful lump in my throat every time...Love Johnny and June	Hurt
289	mick g'ee	Quite possibly the most beautiful rendition of any song ever with such a beautiful story to go with it , this will 100% at my funeral	Hurt
290	Jeremy Braunm	I'm a Johnny Cash and I absolutely love this song	Hurt
291	First name Last name	This old hag, stole the song title from Oliver Tree. This jonnie cash guy sucks	Hurt
294	Not Sure	Although not Johnny's song, it HAS become HIS song. Johnny's transparency about his addictions. Yet, he had hope the the Lord Jesus for forgiveness.	Hurt
295	Lex Hoogvliet	Respect RIP	Hurt
296	BILLY THE SUPE-BUTCHER	Sometimes some lyrics reminds your past mistakes and your gorgeous childhood	Hurt
297	Mark Brown	I hope he was reconciled to the Creator. Amazing voice Johnny had. I first heard him in the late 60's on my dad's stereogram. Still sounds amazing in 2023.	Hurt
298	Jerry Bazile	Damn....I need a tissue 🤧	Hurt
299	Sky 🫂🕊️	When they nailed the hands of Christ to remind US ALL of the suffering WE ALL go through on a daily basis 🖐️🕊️	Hurt
300	glen todd	The man	Hurt
301	Quinn	though I respect Johnny Cash, Trent Reznor wrote it and sung it better.	Hurt
302	J H	Amen	Hurt
303	Ragtop rocker	God Bless Johnny Cash	Hurt
305	Anime4Life	I removed this sing laying as a promo for the “Protype” games for Xbox 360 😮	Hurt
306	Hermit	damn	Hurt
307	John Constable	Blimey. Have only just discovered this 🎵 It's absolutely awesome. Kinda in shock.	Hurt
308	TheAndersone220	first song i learned on guitar	Hurt
309	Brent Woodgate	Johnny Cash hurt Johnny Cash Hurt	Hurt
310	ZER0	It's a song written by one person but owned by another, Trent said as much. Like Sinéad O'Connor owned Prince's song.... Where she cried a lot.	Hurt
311	ROSS EDWARDS	Very similar to my vibe! Please check my latest country song, 'Im sure y'all like it too :) Thanks Ross https://www.youtube.com/watch?v=8FFVfIQXAoo	Hurt
312	Mr. Bogs	"Someone please tell me I'm not crazy. I remember seeing this exact video many years ago. Then a few ago, when it was ""remastered"" or reuploaded to YouTube in HD format, the clips of Jesus were removed. I thought I was insane, until I had found a low quality upload on some random website. I compared the two and noted that the one on YouTube was in fact different than the original. Now, I pull up the video on YouTube and Jesus is in it again. Has anyone else recognized this?!"	Hurt
313	Mike Franscell	Legend…	Hurt
316	Gareth Marais	Played Rdr2 and thought of this song while playing as a bad Arthur. I realised that even Arthur deserves to be a good man so you best believe I did good with Arthur after	Hurt
317	Francisco Robles	This song i honestly can relate to	Hurt
318	Carlos Rios	Anthem.	Hurt
319	Vladislav Mulgatsov	The waffle house has found it's new host.	Hurt
320	david price	Book of Job meets Amazing Grace.	Hurt
322	tlc1145	The greatest cover of all times. I'm glad he lived long enough to make this amazing song.	Hurt
323	Eternally Thankful 3771	This video of Cash doing Trent's song is just THE most emotional I've ever gotten over a music vid - it gets me EVERY SINGLE time I watch it. I in ZERO way want to detract from the song , but I didn't like it when NIN did it...just couldn't relate so it didn't reach me...ZERO hate or disrespect...it just didn't move me because of where I was at at that time. Then I watched a video interview about Cash wanting to do the song and Trent's ok with doing so...watched the video and I was floored....truly , whole-heartedly emotional...WOW !! The video and it's message speaks for itself and needs NO explanation from me as to why it is SO powerful. The ADDED power comes from my realization that Trent , not only by giving his permission to cover the song , but the arrival of Trent himself at a place where he can acknowledge another artist's greatness with the piece AND be completely happy with letting go of the song for Johnny's legacy - it just so much about how much Trent has grown as a human being and a man - I hope he realizes the beauty , growth and accomplishment of himself in this journey. Much respect to both artists , the video director and all who made this loving achievement possible.	Hurt
324	LeeLee Me	Her face. Knowing this would be his last video. Knowing first hand what he had and lost to age and time. That blink said it all. You youngsters need to remember - where we go, you too will follow. Be kind to your elders. Learn lessons from them. One day it will be you counting down the last days.	Hurt
325	Jeron Boucher	Bro everytime I come here I cry🤧😪😞😞 God rest Mr. Cash's soul❤	Hurt
326	G1NGEY ,	mid asf	Hurt
327	Dud Bud	A little coward ass Moana be fucking bitches what's happening to your cell phones in your freaking computers oh yeah motherfukers can you say blackout compliments me see Jay Taylor and and the real you and I I am laughing my ass off stop trying to play me and stop trying to be a illuminati there's some good ones out there I'm a born one Illuminati from birth baby	Hurt
328	Dud Bud	In a human trafficking ring where you freaking have you cowards freaking on it by the way don't call him fucking boxes I was friends with the guy named Boxley and he was a damn good person and I'll tell you this he wasn't like one of you fuck man we are families run together and I'm fucking real Illuminati I'm not going to hide it born Illuminati Golden Dragon motherfukers kiss my butt	Hurt
329	Dud Bud	Hey why don't you little keyboard wannabes stop using freaking real ones names and stop using my grandpa's blood that you killed the freaking pretend you're a Holy Grail or whatever the hell you are damn redheaded freaking end-of-the-world game fate starting whatever the hell this is stupid idiot fucking growing crops with Gatorade thing rain thing I hate puns I hate puns I hate cuz what the fuck did the idiot make this pain thing for you couldn't kill me any other way because he fell so now you put me in a fucking game fucking ponds and made me the fucking the Bucking prize in the freaking hit in the freaking persons power that you're stealing stop trying bajm you're not him stop turning bcj stop trying to be all that guy's be yourselves I what happened when freaking El Salvador got tired of you and they made deathsquads motherfukers or freaking Romania happened and you got rid of you guys now you're doing it where you you're getting rid of the superhumans and replacing them which were not really super humans but whatever and then you replace them with you cowards motherfukers and you're using freaking hypnotism remote neural monitoring and freaking neuro-mapping and freaking brainwashing tactics in a pyramid scheme	Hurt
